,w,eid1,event2,eid2,signal,annotation ,Doc name,Doc ID,sentence,annotation
5843,introduce,e58,faces,e51,from,0,wsj_0928.tml,WSJ891026-0130,"While this indicates continued strong demand for the company's desk-top computers, Sun faces increasing competition from Digital Equipment Corp. and Hewlett-Packard Co. Recently, analysts have said Sun also is vulnerable to competition from International Business Machines Corp., which plans to introduce a group of workstations early next year, and Next Inc. ",
5844,introduce,e58,said,e54,from,0,wsj_0928.tml,WSJ891026-0130,"While this indicates continued strong demand for the company's desk-top computers, Sun faces increasing competition from Digital Equipment Corp. and Hewlett-Packard Co. Recently, analysts have said Sun also is vulnerable to competition from International Business Machines Corp., which plans to introduce a group of workstations early next year, and Next Inc. ",
5845,competition,e55,demand,e50,from,0,wsj_0928.tml,WSJ891026-0130,"While this indicates continued strong demand for the company's desk-top computers, Sun faces increasing competition from Digital Equipment Corp. and Hewlett-Packard Co. Recently, analysts have said Sun also is vulnerable to competition from International Business Machines Corp., which plans to introduce a group of workstations early next year, and Next Inc. ",
5846,competition,e55,faces,e51,from,0,wsj_0928.tml,WSJ891026-0130,"While this indicates continued strong demand for the company's desk-top computers, Sun faces increasing competition from Digital Equipment Corp. and Hewlett-Packard Co. Recently, analysts have said Sun also is vulnerable to competition from International Business Machines Corp., which plans to introduce a group of workstations early next year, and Next Inc. ",
5847,competition,e55,said,e54,from,0,wsj_0928.tml,WSJ891026-0130,"While this indicates continued strong demand for the company's desk-top computers, Sun faces increasing competition from Digital Equipment Corp. and Hewlett-Packard Co. Recently, analysts have said Sun also is vulnerable to competition from International Business Machines Corp., which plans to introduce a group of workstations early next year, and Next Inc. ",
5848,demand,e50,faces,e51,from,0,wsj_0928.tml,WSJ891026-0130,"While this indicates continued strong demand for the company's desk-top computers, Sun faces increasing competition from Digital Equipment Corp. and Hewlett-Packard Co. Recently, analysts have said Sun also is vulnerable to competition from International Business Machines Corp., which plans to introduce a group of workstations early next year, and Next Inc. ",
5849,demand,e50,said,e54,from,0,wsj_0928.tml,WSJ891026-0130,"While this indicates continued strong demand for the company's desk-top computers, Sun faces increasing competition from Digital Equipment Corp. and Hewlett-Packard Co. Recently, analysts have said Sun also is vulnerable to competition from International Business Machines Corp., which plans to introduce a group of workstations early next year, and Next Inc. ",
5850,faces,e51,said,e54,from,0,wsj_0928.tml,WSJ891026-0130,"While this indicates continued strong demand for the company's desk-top computers, Sun faces increasing competition from Digital Equipment Corp. and Hewlett-Packard Co. Recently, analysts have said Sun also is vulnerable to competition from International Business Machines Corp., which plans to introduce a group of workstations early next year, and Next Inc. ",
5851,plans,e56,vulnerable,e102,have,0,wsj_0928.tml,WSJ891026-0130,"While this indicates continued strong demand for the company's desk-top computers, Sun faces increasing competition from Digital Equipment Corp. and Hewlett-Packard Co. Recently, analysts have said Sun also is vulnerable to competition from International Business Machines Corp., which plans to introduce a group of workstations early next year, and Next Inc. ",
5852,plans,e56,competition,e53,have,0,wsj_0928.tml,WSJ891026-0130,"While this indicates continued strong demand for the company's desk-top computers, Sun faces increasing competition from Digital Equipment Corp. and Hewlett-Packard Co. Recently, analysts have said Sun also is vulnerable to competition from International Business Machines Corp., which plans to introduce a group of workstations early next year, and Next Inc. ",
5853,plans,e56,introduce,e58,have,0,wsj_0928.tml,WSJ891026-0130,"While this indicates continued strong demand for the company's desk-top computers, Sun faces increasing competition from Digital Equipment Corp. and Hewlett-Packard Co. Recently, analysts have said Sun also is vulnerable to competition from International Business Machines Corp., which plans to introduce a group of workstations early next year, and Next Inc. ",
5854,plans,e56,competition,e55,have,0,wsj_0928.tml,WSJ891026-0130,"While this indicates continued strong demand for the company's desk-top computers, Sun faces increasing competition from Digital Equipment Corp. and Hewlett-Packard Co. Recently, analysts have said Sun also is vulnerable to competition from International Business Machines Corp., which plans to introduce a group of workstations early next year, and Next Inc. ",
5855,plans,e56,demand,e50,have,0,wsj_0928.tml,WSJ891026-0130,"While this indicates continued strong demand for the company's desk-top computers, Sun faces increasing competition from Digital Equipment Corp. and Hewlett-Packard Co. Recently, analysts have said Sun also is vulnerable to competition from International Business Machines Corp., which plans to introduce a group of workstations early next year, and Next Inc. ",
5856,plans,e56,faces,e51,have,0,wsj_0928.tml,WSJ891026-0130,"While this indicates continued strong demand for the company's desk-top computers, Sun faces increasing competition from Digital Equipment Corp. and Hewlett-Packard Co. Recently, analysts have said Sun also is vulnerable to competition from International Business Machines Corp., which plans to introduce a group of workstations early next year, and Next Inc. ",
5857,plans,e56,said,e54,have,0,wsj_0928.tml,WSJ891026-0130,"While this indicates continued strong demand for the company's desk-top computers, Sun faces increasing competition from Digital Equipment Corp. and Hewlett-Packard Co. Recently, analysts have said Sun also is vulnerable to competition from International Business Machines Corp., which plans to introduce a group of workstations early next year, and Next Inc. ",
5858,vulnerable,e102,competition,e53,have,0,wsj_0928.tml,WSJ891026-0130,"While this indicates continued strong demand for the company's desk-top computers, Sun faces increasing competition from Digital Equipment Corp. and Hewlett-Packard Co. Recently, analysts have said Sun also is vulnerable to competition from International Business Machines Corp., which plans to introduce a group of workstations early next year, and Next Inc. ",
5859,vulnerable,e102,introduce,e58,have,0,wsj_0928.tml,WSJ891026-0130,"While this indicates continued strong demand for the company's desk-top computers, Sun faces increasing competition from Digital Equipment Corp. and Hewlett-Packard Co. Recently, analysts have said Sun also is vulnerable to competition from International Business Machines Corp., which plans to introduce a group of workstations early next year, and Next Inc. ",
5860,vulnerable,e102,competition,e55,have,0,wsj_0928.tml,WSJ891026-0130,"While this indicates continued strong demand for the company's desk-top computers, Sun faces increasing competition from Digital Equipment Corp. and Hewlett-Packard Co. Recently, analysts have said Sun also is vulnerable to competition from International Business Machines Corp., which plans to introduce a group of workstations early next year, and Next Inc. ",
5861,vulnerable,e102,demand,e50,have,0,wsj_0928.tml,WSJ891026-0130,"While this indicates continued strong demand for the company's desk-top computers, Sun faces increasing competition from Digital Equipment Corp. and Hewlett-Packard Co. Recently, analysts have said Sun also is vulnerable to competition from International Business Machines Corp., which plans to introduce a group of workstations early next year, and Next Inc. ",
5862,vulnerable,e102,faces,e51,have,0,wsj_0928.tml,WSJ891026-0130,"While this indicates continued strong demand for the company's desk-top computers, Sun faces increasing competition from Digital Equipment Corp. and Hewlett-Packard Co. Recently, analysts have said Sun also is vulnerable to competition from International Business Machines Corp., which plans to introduce a group of workstations early next year, and Next Inc. ",
5863,vulnerable,e102,said,e54,have,0,wsj_0928.tml,WSJ891026-0130,"While this indicates continued strong demand for the company's desk-top computers, Sun faces increasing competition from Digital Equipment Corp. and Hewlett-Packard Co. Recently, analysts have said Sun also is vulnerable to competition from International Business Machines Corp., which plans to introduce a group of workstations early next year, and Next Inc. ",
5864,competition,e53,introduce,e58,have,0,wsj_0928.tml,WSJ891026-0130,"While this indicates continued strong demand for the company's desk-top computers, Sun faces increasing competition from Digital Equipment Corp. and Hewlett-Packard Co. Recently, analysts have said Sun also is vulnerable to competition from International Business Machines Corp., which plans to introduce a group of workstations early next year, and Next Inc. ",
5865,competition,e53,competition,e55,have,0,wsj_0928.tml,WSJ891026-0130,"While this indicates continued strong demand for the company's desk-top computers, Sun faces increasing competition from Digital Equipment Corp. and Hewlett-Packard Co. Recently, analysts have said Sun also is vulnerable to competition from International Business Machines Corp., which plans to introduce a group of workstations early next year, and Next Inc. ",
5866,competition,e53,demand,e50,have,0,wsj_0928.tml,WSJ891026-0130,"While this indicates continued strong demand for the company's desk-top computers, Sun faces increasing competition from Digital Equipment Corp. and Hewlett-Packard Co. Recently, analysts have said Sun also is vulnerable to competition from International Business Machines Corp., which plans to introduce a group of workstations early next year, and Next Inc. ",
5867,competition,e53,faces,e51,have,0,wsj_0928.tml,WSJ891026-0130,"While this indicates continued strong demand for the company's desk-top computers, Sun faces increasing competition from Digital Equipment Corp. and Hewlett-Packard Co. Recently, analysts have said Sun also is vulnerable to competition from International Business Machines Corp., which plans to introduce a group of workstations early next year, and Next Inc. ",
5868,competition,e53,said,e54,have,0,wsj_0928.tml,WSJ891026-0130,"While this indicates continued strong demand for the company's desk-top computers, Sun faces increasing competition from Digital Equipment Corp. and Hewlett-Packard Co. Recently, analysts have said Sun also is vulnerable to competition from International Business Machines Corp., which plans to introduce a group of workstations early next year, and Next Inc. ",
5869,introduce,e58,competition,e55,have,0,wsj_0928.tml,WSJ891026-0130,"While this indicates continued strong demand for the company's desk-top computers, Sun faces increasing competition from Digital Equipment Corp. and Hewlett-Packard Co. Recently, analysts have said Sun also is vulnerable to competition from International Business Machines Corp., which plans to introduce a group of workstations early next year, and Next Inc. ",
5870,introduce,e58,demand,e50,have,0,wsj_0928.tml,WSJ891026-0130,"While this indicates continued strong demand for the company's desk-top computers, Sun faces increasing competition from Digital Equipment Corp. and Hewlett-Packard Co. Recently, analysts have said Sun also is vulnerable to competition from International Business Machines Corp., which plans to introduce a group of workstations early next year, and Next Inc. ",
5871,introduce,e58,faces,e51,have,0,wsj_0928.tml,WSJ891026-0130,"While this indicates continued strong demand for the company's desk-top computers, Sun faces increasing competition from Digital Equipment Corp. and Hewlett-Packard Co. Recently, analysts have said Sun also is vulnerable to competition from International Business Machines Corp., which plans to introduce a group of workstations early next year, and Next Inc. ",
5872,introduce,e58,said,e54,have,0,wsj_0928.tml,WSJ891026-0130,"While this indicates continued strong demand for the company's desk-top computers, Sun faces increasing competition from Digital Equipment Corp. and Hewlett-Packard Co. Recently, analysts have said Sun also is vulnerable to competition from International Business Machines Corp., which plans to introduce a group of workstations early next year, and Next Inc. ",
5873,competition,e55,demand,e50,have,0,wsj_0928.tml,WSJ891026-0130,"While this indicates continued strong demand for the company's desk-top computers, Sun faces increasing competition from Digital Equipment Corp. and Hewlett-Packard Co. Recently, analysts have said Sun also is vulnerable to competition from International Business Machines Corp., which plans to introduce a group of workstations early next year, and Next Inc. ",
5874,competition,e55,faces,e51,have,0,wsj_0928.tml,WSJ891026-0130,"While this indicates continued strong demand for the company's desk-top computers, Sun faces increasing competition from Digital Equipment Corp. and Hewlett-Packard Co. Recently, analysts have said Sun also is vulnerable to competition from International Business Machines Corp., which plans to introduce a group of workstations early next year, and Next Inc. ",
5875,competition,e55,said,e54,have,0,wsj_0928.tml,WSJ891026-0130,"While this indicates continued strong demand for the company's desk-top computers, Sun faces increasing competition from Digital Equipment Corp. and Hewlett-Packard Co. Recently, analysts have said Sun also is vulnerable to competition from International Business Machines Corp., which plans to introduce a group of workstations early next year, and Next Inc. ",
5876,demand,e50,faces,e51,have,0,wsj_0928.tml,WSJ891026-0130,"While this indicates continued strong demand for the company's desk-top computers, Sun faces increasing competition from Digital Equipment Corp. and Hewlett-Packard Co. Recently, analysts have said Sun also is vulnerable to competition from International Business Machines Corp., which plans to introduce a group of workstations early next year, and Next Inc. ",
5877,demand,e50,said,e54,have,0,wsj_0928.tml,WSJ891026-0130,"While this indicates continued strong demand for the company's desk-top computers, Sun faces increasing competition from Digital Equipment Corp. and Hewlett-Packard Co. Recently, analysts have said Sun also is vulnerable to competition from International Business Machines Corp., which plans to introduce a group of workstations early next year, and Next Inc. ",
5878,faces,e51,said,e54,have,0,wsj_0928.tml,WSJ891026-0130,"While this indicates continued strong demand for the company's desk-top computers, Sun faces increasing competition from Digital Equipment Corp. and Hewlett-Packard Co. Recently, analysts have said Sun also is vulnerable to competition from International Business Machines Corp., which plans to introduce a group of workstations early next year, and Next Inc. ",
5879,trying,e15,sell,e17,as,0,wsj_0736.tml,WSJ891027-0159,The charge represents a write-down of the goodwill associated with Poughkeepsie's investment in the banks it is trying to sell and its North Carolina branches as well.,
5880,reserves,e174,increasing,e27,by,0,wsj_0736.tml,WSJ891027-0159,"Additionally, the bank is increasing its loan-loss reserves for the third quarter by $8.5 million before taxes.    ",
5881,income,e55,had,e54,have,0,wsj_0736.tml,WSJ891027-0159,"In the year-earlier third quarter, Poughkeepsie Savings had net income of $2.8 million, or 77 cents a share.    ",
5882,said,e37,result,e47,as,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5883,said,e37,effort,e38,as,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5884,said,e37,resume,e45,as,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5885,said,e37,litigation,e44,as,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5886,said,e37,continue,e39,as,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5887,said,e37,agreement,e43,as,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5888,said,e37,set,e42,as,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5889,result,e47,effort,e38,as,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5890,result,e47,resume,e45,as,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5891,result,e47,litigation,e44,as,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5892,result,e47,continue,e39,as,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5893,result,e47,agreement,e43,as,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5894,result,e47,set,e42,as,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5895,effort,e38,resume,e45,as,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5896,effort,e38,litigation,e44,as,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5897,effort,e38,continue,e39,as,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5898,effort,e38,agreement,e43,as,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5899,effort,e38,set,e42,as,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5900,resume,e45,litigation,e44,as,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5901,continue,e39,resume,e45,as,2,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,1.0
5902,resume,e45,agreement,e43,as,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5903,resume,e45,set,e42,as,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5904,litigation,e44,continue,e39,as,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5905,litigation,e44,agreement,e43,as,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5906,litigation,e44,set,e42,as,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5907,continue,e39,agreement,e43,as,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5908,continue,e39,set,e42,as,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5909,agreement,e43,set,e42,as,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5910,resume,e45,continue,e39,as,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5911,said,e37,result,e47,set,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5912,said,e37,effort,e38,set,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5913,said,e37,resume,e45,set,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5914,said,e37,litigation,e44,set,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5915,said,e37,continue,e39,set,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5916,said,e37,agreement,e43,set,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5917,said,e37,set,e42,set,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5918,result,e47,effort,e38,set,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5919,result,e47,resume,e45,set,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5920,result,e47,litigation,e44,set,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5921,result,e47,continue,e39,set,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5922,result,e47,agreement,e43,set,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5923,result,e47,set,e42,set,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5924,effort,e38,resume,e45,set,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5925,effort,e38,litigation,e44,set,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5926,effort,e38,continue,e39,set,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5927,effort,e38,agreement,e43,set,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5928,effort,e38,set,e42,set,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5929,resume,e45,litigation,e44,set,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5930,resume,e45,continue,e39,set,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5931,resume,e45,agreement,e43,set,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5932,resume,e45,set,e42,set,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5933,litigation,e44,continue,e39,set,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5934,litigation,e44,agreement,e43,set,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5935,litigation,e44,set,e42,set,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5936,continue,e39,agreement,e43,set,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5937,continue,e39,set,e42,set,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5938,agreement,e43,set,e42,set,0,wsj_0736.tml,WSJ891027-0159,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,
5939,suspended,e48,agreement,e50,as,0,wsj_0736.tml,WSJ891027-0159,The thrift and the holders had suspended their lawsuits as part of the agreement.,
5940,suspended,e48,lawsuits,e49,as,0,wsj_0736.tml,WSJ891027-0159,The thrift and the holders had suspended their lawsuits as part of the agreement.,
5941,agreement,e50,lawsuits,e49,as,0,wsj_0736.tml,WSJ891027-0159,The thrift and the holders had suspended their lawsuits as part of the agreement.,
5942,agreement,e50,suspended,e48,as,2,wsj_0736.tml,WSJ891027-0159,The thrift and the holders had suspended their lawsuits as part of the agreement.,1.0
5943,suspended,e48,agreement,e50,have,0,wsj_0736.tml,WSJ891027-0159,The thrift and the holders had suspended their lawsuits as part of the agreement.,
5944,suspended,e48,lawsuits,e49,have,0,wsj_0736.tml,WSJ891027-0159,The thrift and the holders had suspended their lawsuits as part of the agreement.,
5945,agreement,e50,lawsuits,e49,have,0,wsj_0736.tml,WSJ891027-0159,The thrift and the holders had suspended their lawsuits as part of the agreement.,
5946,service,e8,began,e13,by,0,wsj_1011.tml,WSJ891026-0045,"The Atlanta-based airline, the third largest in the U.S., attributed the increase to higher passenger traffic, new international routes and reduced service by rival Eastern Airlines, which is in bankruptcy proceedings in the wake of a strike that began last spring.    ",
5947,service,e8,attributed,e5,by,0,wsj_1011.tml,WSJ891026-0045,"The Atlanta-based airline, the third largest in the U.S., attributed the increase to higher passenger traffic, new international routes and reduced service by rival Eastern Airlines, which is in bankruptcy proceedings in the wake of a strike that began last spring.    ",
5948,service,e8,increase,e6,by,0,wsj_1011.tml,WSJ891026-0045,"The Atlanta-based airline, the third largest in the U.S., attributed the increase to higher passenger traffic, new international routes and reduced service by rival Eastern Airlines, which is in bankruptcy proceedings in the wake of a strike that began last spring.    ",
5949,service,e8,strike,e12,by,0,wsj_1011.tml,WSJ891026-0045,"The Atlanta-based airline, the third largest in the U.S., attributed the increase to higher passenger traffic, new international routes and reduced service by rival Eastern Airlines, which is in bankruptcy proceedings in the wake of a strike that began last spring.    ",
5950,service,e8,traffic,e7,by,0,wsj_1011.tml,WSJ891026-0045,"The Atlanta-based airline, the third largest in the U.S., attributed the increase to higher passenger traffic, new international routes and reduced service by rival Eastern Airlines, which is in bankruptcy proceedings in the wake of a strike that began last spring.    ",
5951,service,e8,proceedings,e9,by,0,wsj_1011.tml,WSJ891026-0045,"The Atlanta-based airline, the third largest in the U.S., attributed the increase to higher passenger traffic, new international routes and reduced service by rival Eastern Airlines, which is in bankruptcy proceedings in the wake of a strike that began last spring.    ",
5952,began,e13,attributed,e5,by,0,wsj_1011.tml,WSJ891026-0045,"The Atlanta-based airline, the third largest in the U.S., attributed the increase to higher passenger traffic, new international routes and reduced service by rival Eastern Airlines, which is in bankruptcy proceedings in the wake of a strike that began last spring.    ",
5953,began,e13,increase,e6,by,0,wsj_1011.tml,WSJ891026-0045,"The Atlanta-based airline, the third largest in the U.S., attributed the increase to higher passenger traffic, new international routes and reduced service by rival Eastern Airlines, which is in bankruptcy proceedings in the wake of a strike that began last spring.    ",
5954,began,e13,strike,e12,by,0,wsj_1011.tml,WSJ891026-0045,"The Atlanta-based airline, the third largest in the U.S., attributed the increase to higher passenger traffic, new international routes and reduced service by rival Eastern Airlines, which is in bankruptcy proceedings in the wake of a strike that began last spring.    ",
5955,began,e13,traffic,e7,by,0,wsj_1011.tml,WSJ891026-0045,"The Atlanta-based airline, the third largest in the U.S., attributed the increase to higher passenger traffic, new international routes and reduced service by rival Eastern Airlines, which is in bankruptcy proceedings in the wake of a strike that began last spring.    ",
5956,began,e13,proceedings,e9,by,0,wsj_1011.tml,WSJ891026-0045,"The Atlanta-based airline, the third largest in the U.S., attributed the increase to higher passenger traffic, new international routes and reduced service by rival Eastern Airlines, which is in bankruptcy proceedings in the wake of a strike that began last spring.    ",
5957,attributed,e5,increase,e6,by,0,wsj_1011.tml,WSJ891026-0045,"The Atlanta-based airline, the third largest in the U.S., attributed the increase to higher passenger traffic, new international routes and reduced service by rival Eastern Airlines, which is in bankruptcy proceedings in the wake of a strike that began last spring.    ",
5958,attributed,e5,strike,e12,by,0,wsj_1011.tml,WSJ891026-0045,"The Atlanta-based airline, the third largest in the U.S., attributed the increase to higher passenger traffic, new international routes and reduced service by rival Eastern Airlines, which is in bankruptcy proceedings in the wake of a strike that began last spring.    ",
5959,attributed,e5,traffic,e7,by,0,wsj_1011.tml,WSJ891026-0045,"The Atlanta-based airline, the third largest in the U.S., attributed the increase to higher passenger traffic, new international routes and reduced service by rival Eastern Airlines, which is in bankruptcy proceedings in the wake of a strike that began last spring.    ",
5960,attributed,e5,proceedings,e9,by,0,wsj_1011.tml,WSJ891026-0045,"The Atlanta-based airline, the third largest in the U.S., attributed the increase to higher passenger traffic, new international routes and reduced service by rival Eastern Airlines, which is in bankruptcy proceedings in the wake of a strike that began last spring.    ",
5961,increase,e6,strike,e12,by,0,wsj_1011.tml,WSJ891026-0045,"The Atlanta-based airline, the third largest in the U.S., attributed the increase to higher passenger traffic, new international routes and reduced service by rival Eastern Airlines, which is in bankruptcy proceedings in the wake of a strike that began last spring.    ",
5962,increase,e6,traffic,e7,by,0,wsj_1011.tml,WSJ891026-0045,"The Atlanta-based airline, the third largest in the U.S., attributed the increase to higher passenger traffic, new international routes and reduced service by rival Eastern Airlines, which is in bankruptcy proceedings in the wake of a strike that began last spring.    ",
5963,increase,e6,proceedings,e9,by,0,wsj_1011.tml,WSJ891026-0045,"The Atlanta-based airline, the third largest in the U.S., attributed the increase to higher passenger traffic, new international routes and reduced service by rival Eastern Airlines, which is in bankruptcy proceedings in the wake of a strike that began last spring.    ",
5964,strike,e12,traffic,e7,by,0,wsj_1011.tml,WSJ891026-0045,"The Atlanta-based airline, the third largest in the U.S., attributed the increase to higher passenger traffic, new international routes and reduced service by rival Eastern Airlines, which is in bankruptcy proceedings in the wake of a strike that began last spring.    ",
