event1,eid1,event2,eid2,signal,Doc name,Doc ID ,sentence
talks,e164,strike,e165,from,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
following,e163,strike,e165,from,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
threatened,e249,orders,e248,as ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
threatened,e249,declined,e159,as ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
threatened,e249,result,e160,as ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
threatened,e249,demand,e161,as ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
threatened,e249,talks,e164,as ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
threatened,e249,following,e163,as ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
threatened,e249,strike,e165,as ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
orders,e248,declined,e159,as ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
orders,e248,result,e160,as ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
orders,e248,demand,e161,as ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
orders,e248,talks,e164,as ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
orders,e248,following,e163,as ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
orders,e248,strike,e165,as ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
declined,e159,result,e160,as ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
declined,e159,demand,e161,as ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
declined,e159,talks,e164,as ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
declined,e159,following,e163,as ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
declined,e159,strike,e165,as ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
result,e160,demand,e161,as ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
result,e160,talks,e164,as ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
result,e160,following,e163,as ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
result,e160,strike,e165,as ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
demand,e161,talks,e164,as ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
demand,e161,following,e163,as ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
demand,e161,strike,e165,as ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
talks,e164,following,e163,as ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
talks,e164,strike,e165,as ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
following,e163,strike,e165,as ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
threatened,e249,orders,e248,as,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
threatened,e249,declined,e159,as,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
threatened,e249,result,e160,as,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
threatened,e249,demand,e161,as,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
threatened,e249,talks,e164,as,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
threatened,e249,following,e163,as,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
threatened,e249,strike,e165,as,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
orders,e248,declined,e159,as,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
orders,e248,result,e160,as,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
orders,e248,demand,e161,as,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
orders,e248,talks,e164,as,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
orders,e248,following,e163,as,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
orders,e248,strike,e165,as,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
declined,e159,result,e160,as,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
declined,e159,demand,e161,as,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
declined,e159,talks,e164,as,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
declined,e159,following,e163,as,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
declined,e159,strike,e165,as,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
result,e160,demand,e161,as,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
result,e160,talks,e164,as,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
result,e160,following,e163,as,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
result,e160,strike,e165,as,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
demand,e161,talks,e164,as,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
demand,e161,following,e163,as,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
demand,e161,strike,e165,as,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
talks,e164,following,e163,as,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
talks,e164,strike,e165,as,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
following,e163,strike,e165,as,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
threatened,e249,orders,e248,as a result of ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
threatened,e249,declined,e159,as a result of ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
threatened,e249,result,e160,as a result of ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
threatened,e249,demand,e161,as a result of ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
threatened,e249,talks,e164,as a result of ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
threatened,e249,following,e163,as a result of ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
threatened,e249,strike,e165,as a result of ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
orders,e248,declined,e159,as a result of ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
orders,e248,result,e160,as a result of ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
orders,e248,demand,e161,as a result of ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
orders,e248,talks,e164,as a result of ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
orders,e248,following,e163,as a result of ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
orders,e248,strike,e165,as a result of ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
declined,e159,result,e160,as a result of ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
declined,e159,demand,e161,as a result of ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
declined,e159,talks,e164,as a result of ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
declined,e159,following,e163,as a result of ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
declined,e159,strike,e165,as a result of ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
result,e160,demand,e161,as a result of ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
result,e160,talks,e164,as a result of ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
result,e160,following,e163,as a result of ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
result,e160,strike,e165,as a result of ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
demand,e161,talks,e164,as a result of ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
demand,e161,following,e163,as a result of ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
demand,e161,strike,e165,as a result of ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
talks,e164,following,e163,as a result of ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
talks,e164,strike,e165,as a result of ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
following,e163,strike,e165,as a result of ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
threatened,e249,orders,e248,as a result ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
threatened,e249,declined,e159,as a result ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
threatened,e249,result,e160,as a result ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
threatened,e249,demand,e161,as a result ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
threatened,e249,talks,e164,as a result ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
threatened,e249,following,e163,as a result ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
threatened,e249,strike,e165,as a result ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
orders,e248,declined,e159,as a result ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
orders,e248,result,e160,as a result ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
orders,e248,demand,e161,as a result ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
orders,e248,talks,e164,as a result ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
orders,e248,following,e163,as a result ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
orders,e248,strike,e165,as a result ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
declined,e159,result,e160,as a result ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
declined,e159,demand,e161,as a result ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
declined,e159,talks,e164,as a result ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
declined,e159,following,e163,as a result ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
declined,e159,strike,e165,as a result ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
result,e160,demand,e161,as a result ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
result,e160,talks,e164,as a result ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
result,e160,following,e163,as a result ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
result,e160,strike,e165,as a result ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
demand,e161,talks,e164,as a result ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
demand,e161,following,e163,as a result ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
demand,e161,strike,e165,as a result ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
talks,e164,following,e163,as a result ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
talks,e164,strike,e165,as a result ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
following,e163,strike,e165,as a result ,wsj_1003.tml, WSJ891026-0053 ,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. "
had,e6,earnings,e25,have,wsj_0907.tml, WSJ891026-0152 ,"In the year-earlier quarter, the automobile and trucking insurer had earnings of $1.4 million, or 48 cents a share on a restated basis, on revenue of $16.5 million. "
paying,e6,prevent,e4,from,wsj_0778.tml, WSJ891027-0117 ,The government is sharpening its newest weapon against white-collar defendants: the power to prevent them from paying their legal bills. 
paying,e6,sharpening,e1,from,wsj_0778.tml, WSJ891027-0117 ,The government is sharpening its newest weapon against white-collar defendants: the power to prevent them from paying their legal bills. 
paying,e6,power,e200,from,wsj_0778.tml, WSJ891027-0117 ,The government is sharpening its newest weapon against white-collar defendants: the power to prevent them from paying their legal bills. 
prevent,e4,sharpening,e1,from,wsj_0778.tml, WSJ891027-0117 ,The government is sharpening its newest weapon against white-collar defendants: the power to prevent them from paying their legal bills. 
prevent,e4,power,e200,from,wsj_0778.tml, WSJ891027-0117 ,The government is sharpening its newest weapon against white-collar defendants: the power to prevent them from paying their legal bills. 
sharpening,e1,power,e200,from,wsj_0778.tml, WSJ891027-0117 ,The government is sharpening its newest weapon against white-collar defendants: the power to prevent them from paying their legal bills. 
stick,e9,warning,e8,get,wsj_0778.tml, WSJ891027-0117 ,And defense lawyers are warning that they wo n't stick around if they do n't get paid.    
stick,e9,paid,e14,get,wsj_0778.tml, WSJ891027-0117 ,And defense lawyers are warning that they wo n't stick around if they do n't get paid.    
warning,e8,paid,e14,get,wsj_0778.tml, WSJ891027-0117 ,And defense lawyers are warning that they wo n't stick around if they do n't get paid.    
seize,e22,indicted,e18,move,wsj_0778.tml, WSJ891027-0117 ,"The issue has come to a boil in Newark, N.J., where federal prosecutors have warned lawyers for Eddie Antar that if the founder and former chairman of Crazy Eddie Inc. is indicted, the government may move to seize the money that Mr. Antar is using to pay legal fees.    "
seize,e22,pay,e26,move,wsj_0778.tml, WSJ891027-0117 ,"The issue has come to a boil in Newark, N.J., where federal prosecutors have warned lawyers for Eddie Antar that if the founder and former chairman of Crazy Eddie Inc. is indicted, the government may move to seize the money that Mr. Antar is using to pay legal fees.    "
seize,e22,warned,e16,move,wsj_0778.tml, WSJ891027-0117 ,"The issue has come to a boil in Newark, N.J., where federal prosecutors have warned lawyers for Eddie Antar that if the founder and former chairman of Crazy Eddie Inc. is indicted, the government may move to seize the money that Mr. Antar is using to pay legal fees.    "
seize,e22,move,e19,move,wsj_0778.tml, WSJ891027-0117 ,"The issue has come to a boil in Newark, N.J., where federal prosecutors have warned lawyers for Eddie Antar that if the founder and former chairman of Crazy Eddie Inc. is indicted, the government may move to seize the money that Mr. Antar is using to pay legal fees.    "
seize,e22,using,e24,move,wsj_0778.tml, WSJ891027-0117 ,"The issue has come to a boil in Newark, N.J., where federal prosecutors have warned lawyers for Eddie Antar that if the founder and former chairman of Crazy Eddie Inc. is indicted, the government may move to seize the money that Mr. Antar is using to pay legal fees.    "
indicted,e18,pay,e26,move,wsj_0778.tml, WSJ891027-0117 ,"The issue has come to a boil in Newark, N.J., where federal prosecutors have warned lawyers for Eddie Antar that if the founder and former chairman of Crazy Eddie Inc. is indicted, the government may move to seize the money that Mr. Antar is using to pay legal fees.    "
indicted,e18,warned,e16,move,wsj_0778.tml, WSJ891027-0117 ,"The issue has come to a boil in Newark, N.J., where federal prosecutors have warned lawyers for Eddie Antar that if the founder and former chairman of Crazy Eddie Inc. is indicted, the government may move to seize the money that Mr. Antar is using to pay legal fees.    "
indicted,e18,move,e19,move,wsj_0778.tml, WSJ891027-0117 ,"The issue has come to a boil in Newark, N.J., where federal prosecutors have warned lawyers for Eddie Antar that if the founder and former chairman of Crazy Eddie Inc. is indicted, the government may move to seize the money that Mr. Antar is using to pay legal fees.    "
indicted,e18,using,e24,move,wsj_0778.tml, WSJ891027-0117 ,"The issue has come to a boil in Newark, N.J., where federal prosecutors have warned lawyers for Eddie Antar that if the founder and former chairman of Crazy Eddie Inc. is indicted, the government may move to seize the money that Mr. Antar is using to pay legal fees.    "
pay,e26,warned,e16,move,wsj_0778.tml, WSJ891027-0117 ,"The issue has come to a boil in Newark, N.J., where federal prosecutors have warned lawyers for Eddie Antar that if the founder and former chairman of Crazy Eddie Inc. is indicted, the government may move to seize the money that Mr. Antar is using to pay legal fees.    "
pay,e26,move,e19,move,wsj_0778.tml, WSJ891027-0117 ,"The issue has come to a boil in Newark, N.J., where federal prosecutors have warned lawyers for Eddie Antar that if the founder and former chairman of Crazy Eddie Inc. is indicted, the government may move to seize the money that Mr. Antar is using to pay legal fees.    "
pay,e26,using,e24,move,wsj_0778.tml, WSJ891027-0117 ,"The issue has come to a boil in Newark, N.J., where federal prosecutors have warned lawyers for Eddie Antar that if the founder and former chairman of Crazy Eddie Inc. is indicted, the government may move to seize the money that Mr. Antar is using to pay legal fees.    "
