,event1,eid1,event2,eid2,signal,annotation ,Doc name,Doc ID,sentence,annotation
245,planned,e314,ultimatum,e529,let,0,WSJ910225-0066.tml,WSJ910225-0066,"Finally, when Iraq failed to respond to the U.S.ultimatum, Mr. Bush let the ground offensive begin aspreviously planned Saturday night.   ",
246,planned,e314,respond,e311,let,0,WSJ910225-0066.tml,WSJ910225-0066,"Finally, when Iraq failed to respond to the U.S.ultimatum, Mr. Bush let the ground offensive begin aspreviously planned Saturday night.   ",
247,planned,e314,failed,e309,let,0,WSJ910225-0066.tml,WSJ910225-0066,"Finally, when Iraq failed to respond to the U.S.ultimatum, Mr. Bush let the ground offensive begin aspreviously planned Saturday night.   ",
248,ultimatum,e529,respond,e311,let,0,WSJ910225-0066.tml,WSJ910225-0066,"Finally, when Iraq failed to respond to the U.S.ultimatum, Mr. Bush let the ground offensive begin aspreviously planned Saturday night.   ",
249,ultimatum,e529,failed,e309,let,0,WSJ910225-0066.tml,WSJ910225-0066,"Finally, when Iraq failed to respond to the U.S.ultimatum, Mr. Bush let the ground offensive begin aspreviously planned Saturday night.   ",
250,respond,e311,failed,e309,let,0,WSJ910225-0066.tml,WSJ910225-0066,"Finally, when Iraq failed to respond to the U.S.ultimatum, Mr. Bush let the ground offensive begin aspreviously planned Saturday night.   ",
251,support,e87,adding,e83,permit,0,wsj_1014.tml,WSJ891026-0042,"""We cannot permit a further slowing in our volume trend,"" Anheuser said, adding it will take ""appropriate competitive pricing actions to support our long-term market share growth strategy"" for the premium brands. ",
252,support,e87,permit,e80,permit,0,wsj_1014.tml,WSJ891026-0042,"""We cannot permit a further slowing in our volume trend,"" Anheuser said, adding it will take ""appropriate competitive pricing actions to support our long-term market share growth strategy"" for the premium brands. ",
253,support,e87,said,e82,permit,0,wsj_1014.tml,WSJ891026-0042,"""We cannot permit a further slowing in our volume trend,"" Anheuser said, adding it will take ""appropriate competitive pricing actions to support our long-term market share growth strategy"" for the premium brands. ",
254,support,e87,take,e84,permit,0,wsj_1014.tml,WSJ891026-0042,"""We cannot permit a further slowing in our volume trend,"" Anheuser said, adding it will take ""appropriate competitive pricing actions to support our long-term market share growth strategy"" for the premium brands. ",
255,support,e87,actions,e85,permit,0,wsj_1014.tml,WSJ891026-0042,"""We cannot permit a further slowing in our volume trend,"" Anheuser said, adding it will take ""appropriate competitive pricing actions to support our long-term market share growth strategy"" for the premium brands. ",
256,support,e87,slowing,e2000,permit,0,wsj_1014.tml,WSJ891026-0042,"""We cannot permit a further slowing in our volume trend,"" Anheuser said, adding it will take ""appropriate competitive pricing actions to support our long-term market share growth strategy"" for the premium brands. ",
257,adding,e83,permit,e80,permit,0,wsj_1014.tml,WSJ891026-0042,"""We cannot permit a further slowing in our volume trend,"" Anheuser said, adding it will take ""appropriate competitive pricing actions to support our long-term market share growth strategy"" for the premium brands. ",
258,adding,e83,said,e82,permit,0,wsj_1014.tml,WSJ891026-0042,"""We cannot permit a further slowing in our volume trend,"" Anheuser said, adding it will take ""appropriate competitive pricing actions to support our long-term market share growth strategy"" for the premium brands. ",
259,adding,e83,take,e84,permit,0,wsj_1014.tml,WSJ891026-0042,"""We cannot permit a further slowing in our volume trend,"" Anheuser said, adding it will take ""appropriate competitive pricing actions to support our long-term market share growth strategy"" for the premium brands. ",
260,adding,e83,actions,e85,permit,0,wsj_1014.tml,WSJ891026-0042,"""We cannot permit a further slowing in our volume trend,"" Anheuser said, adding it will take ""appropriate competitive pricing actions to support our long-term market share growth strategy"" for the premium brands. ",
261,adding,e83,slowing,e2000,permit,0,wsj_1014.tml,WSJ891026-0042,"""We cannot permit a further slowing in our volume trend,"" Anheuser said, adding it will take ""appropriate competitive pricing actions to support our long-term market share growth strategy"" for the premium brands. ",
262,permit,e80,said,e82,permit,0,wsj_1014.tml,WSJ891026-0042,"""We cannot permit a further slowing in our volume trend,"" Anheuser said, adding it will take ""appropriate competitive pricing actions to support our long-term market share growth strategy"" for the premium brands. ",
263,permit,e80,take,e84,permit,0,wsj_1014.tml,WSJ891026-0042,"""We cannot permit a further slowing in our volume trend,"" Anheuser said, adding it will take ""appropriate competitive pricing actions to support our long-term market share growth strategy"" for the premium brands. ",
264,permit,e80,actions,e85,permit,0,wsj_1014.tml,WSJ891026-0042,"""We cannot permit a further slowing in our volume trend,"" Anheuser said, adding it will take ""appropriate competitive pricing actions to support our long-term market share growth strategy"" for the premium brands. ",
265,permit,e80,slowing,e2000,permit,0,wsj_1014.tml,WSJ891026-0042,"""We cannot permit a further slowing in our volume trend,"" Anheuser said, adding it will take ""appropriate competitive pricing actions to support our long-term market share growth strategy"" for the premium brands. ",
266,said,e82,take,e84,permit,0,wsj_1014.tml,WSJ891026-0042,"""We cannot permit a further slowing in our volume trend,"" Anheuser said, adding it will take ""appropriate competitive pricing actions to support our long-term market share growth strategy"" for the premium brands. ",
267,said,e82,actions,e85,permit,0,wsj_1014.tml,WSJ891026-0042,"""We cannot permit a further slowing in our volume trend,"" Anheuser said, adding it will take ""appropriate competitive pricing actions to support our long-term market share growth strategy"" for the premium brands. ",
268,said,e82,slowing,e2000,permit,0,wsj_1014.tml,WSJ891026-0042,"""We cannot permit a further slowing in our volume trend,"" Anheuser said, adding it will take ""appropriate competitive pricing actions to support our long-term market share growth strategy"" for the premium brands. ",
269,take,e84,actions,e85,permit,0,wsj_1014.tml,WSJ891026-0042,"""We cannot permit a further slowing in our volume trend,"" Anheuser said, adding it will take ""appropriate competitive pricing actions to support our long-term market share growth strategy"" for the premium brands. ",
270,take,e84,slowing,e2000,permit,0,wsj_1014.tml,WSJ891026-0042,"""We cannot permit a further slowing in our volume trend,"" Anheuser said, adding it will take ""appropriate competitive pricing actions to support our long-term market share growth strategy"" for the premium brands. ",
271,actions,e85,slowing,e2000,permit,0,wsj_1014.tml,WSJ891026-0042,"""We cannot permit a further slowing in our volume trend,"" Anheuser said, adding it will take ""appropriate competitive pricing actions to support our long-term market share growth strategy"" for the premium brands. ",
272,embargo,e433,asked,e9,allow,0,WSJ900813-0157.tml,WSJ900813-0157,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ",
273,embargo,e433,stopping,e16,allow,0,WSJ900813-0157.tml,WSJ900813-0157,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ",
274,embargo,e433,imposed,e12,allow,0,WSJ900813-0157.tml,WSJ900813-0157,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ",
275,embargo,e433,enforce,e11,allow,0,WSJ900813-0157.tml,WSJ900813-0157,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ",
276,embargo,e433,allowing,e13,allow,0,WSJ900813-0157.tml,WSJ900813-0157,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ",
277,embargo,e433,carrying,e17,allow,0,WSJ900813-0157.tml,WSJ900813-0157,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ",
278,embargo,e433,disclosed,e8,allow,0,WSJ900813-0157.tml,WSJ900813-0157,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ",
279,embargo,e433,begin,e15,allow,0,WSJ900813-0157.tml,WSJ900813-0157,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ",
280,asked,e9,stopping,e16,allow,0,WSJ900813-0157.tml,WSJ900813-0157,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ",
281,asked,e9,imposed,e12,allow,0,WSJ900813-0157.tml,WSJ900813-0157,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ",
282,asked,e9,enforce,e11,allow,0,WSJ900813-0157.tml,WSJ900813-0157,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ",
283,asked,e9,allowing,e13,allow,0,WSJ900813-0157.tml,WSJ900813-0157,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ",
284,asked,e9,carrying,e17,allow,0,WSJ900813-0157.tml,WSJ900813-0157,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ",
285,asked,e9,disclosed,e8,allow,0,WSJ900813-0157.tml,WSJ900813-0157,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ",
286,asked,e9,begin,e15,allow,0,WSJ900813-0157.tml,WSJ900813-0157,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ",
287,stopping,e16,imposed,e12,allow,0,WSJ900813-0157.tml,WSJ900813-0157,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ",
288,stopping,e16,enforce,e11,allow,0,WSJ900813-0157.tml,WSJ900813-0157,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ",
289,stopping,e16,allowing,e13,allow,0,WSJ900813-0157.tml,WSJ900813-0157,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ",
290,stopping,e16,carrying,e17,allow,0,WSJ900813-0157.tml,WSJ900813-0157,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ",
291,stopping,e16,disclosed,e8,allow,0,WSJ900813-0157.tml,WSJ900813-0157,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ",
292,stopping,e16,begin,e15,allow,0,WSJ900813-0157.tml,WSJ900813-0157,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ",
293,imposed,e12,enforce,e11,allow,0,WSJ900813-0157.tml,WSJ900813-0157,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ",
294,imposed,e12,allowing,e13,allow,0,WSJ900813-0157.tml,WSJ900813-0157,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ",
295,imposed,e12,carrying,e17,allow,0,WSJ900813-0157.tml,WSJ900813-0157,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ",
296,imposed,e12,disclosed,e8,allow,0,WSJ900813-0157.tml,WSJ900813-0157,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ",
297,imposed,e12,begin,e15,allow,0,WSJ900813-0157.tml,WSJ900813-0157,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ",
298,enforce,e11,allowing,e13,allow,0,WSJ900813-0157.tml,WSJ900813-0157,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ",
299,enforce,e11,carrying,e17,allow,0,WSJ900813-0157.tml,WSJ900813-0157,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ",
300,enforce,e11,disclosed,e8,allow,0,WSJ900813-0157.tml,WSJ900813-0157,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ",
301,enforce,e11,begin,e15,allow,1,WSJ900813-0157.tml,WSJ900813-0157,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ",
302,allowing,e13,carrying,e17,allow,0,WSJ900813-0157.tml,WSJ900813-0157,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ",
303,allowing,e13,disclosed,e8,allow,0,WSJ900813-0157.tml,WSJ900813-0157,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ",
304,allowing,e13,begin,e15,allow,0,WSJ900813-0157.tml,WSJ900813-0157,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ",
305,carrying,e17,disclosed,e8,allow,0,WSJ900813-0157.tml,WSJ900813-0157,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ",
306,carrying,e17,begin,e15,allow,0,WSJ900813-0157.tml,WSJ900813-0157,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ",
307,disclosed,e8,begin,e15,allow,0,WSJ900813-0157.tml,WSJ900813-0157,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ",
308,attack,e242,respond,e241,allow,0,WSJ900813-0157.tml,WSJ900813-0157,Israel has publicly declared that it will respond to an Iraqi attack on Jordan because it wo n't allow Iraq's dangerous army to take control of Jordan's long border with Israel.,
309,attack,e242,allow,e243,allow,0,WSJ900813-0157.tml,WSJ900813-0157,Israel has publicly declared that it will respond to an Iraqi attack on Jordan because it wo n't allow Iraq's dangerous army to take control of Jordan's long border with Israel.,
310,attack,e242,take,e703,allow,0,WSJ900813-0157.tml,WSJ900813-0157,Israel has publicly declared that it will respond to an Iraqi attack on Jordan because it wo n't allow Iraq's dangerous army to take control of Jordan's long border with Israel.,
311,attack,e242,declared,e240,allow,0,WSJ900813-0157.tml,WSJ900813-0157,Israel has publicly declared that it will respond to an Iraqi attack on Jordan because it wo n't allow Iraq's dangerous army to take control of Jordan's long border with Israel.,
312,respond,e241,allow,e243,allow,0,WSJ900813-0157.tml,WSJ900813-0157,Israel has publicly declared that it will respond to an Iraqi attack on Jordan because it wo n't allow Iraq's dangerous army to take control of Jordan's long border with Israel.,
313,respond,e241,take,e703,allow,0,WSJ900813-0157.tml,WSJ900813-0157,Israel has publicly declared that it will respond to an Iraqi attack on Jordan because it wo n't allow Iraq's dangerous army to take control of Jordan's long border with Israel.,
314,respond,e241,declared,e240,allow,0,WSJ900813-0157.tml,WSJ900813-0157,Israel has publicly declared that it will respond to an Iraqi attack on Jordan because it wo n't allow Iraq's dangerous army to take control of Jordan's long border with Israel.,
315,allow,e243,take,e703,allow,0,WSJ900813-0157.tml,WSJ900813-0157,Israel has publicly declared that it will respond to an Iraqi attack on Jordan because it wo n't allow Iraq's dangerous army to take control of Jordan's long border with Israel.,
316,allow,e243,declared,e240,allow,0,WSJ900813-0157.tml,WSJ900813-0157,Israel has publicly declared that it will respond to an Iraqi attack on Jordan because it wo n't allow Iraq's dangerous army to take control of Jordan's long border with Israel.,
317,take,e703,declared,e240,allow,0,WSJ900813-0157.tml,WSJ900813-0157,Israel has publicly declared that it will respond to an Iraqi attack on Jordan because it wo n't allow Iraq's dangerous army to take control of Jordan's long border with Israel.,
318,leave,e266,become,e267,allow,0,WSJ900813-0157.tml,WSJ900813-0157,They are n't being allowed to leave and could become hostages.,
319,leave,e266,allowed,e263,allow,0,WSJ900813-0157.tml,WSJ900813-0157,They are n't being allowed to leave and could become hostages.,
320,become,e267,allowed,e263,allow,0,WSJ900813-0157.tml,WSJ900813-0157,They are n't being allowed to leave and could become hostages.,
321,said,e68,warrant,e73,warrant,0,wsj_0610.tml,WSJ891030-0089,He said construction would n't resume until market conditions warrant it.,
322,said,e68,construction,e69,warrant,0,wsj_0610.tml,WSJ891030-0089,He said construction would n't resume until market conditions warrant it.,
323,said,e68,resume,e70,warrant,0,wsj_0610.tml,WSJ891030-0089,He said construction would n't resume until market conditions warrant it.,
324,warrant,e73,construction,e69,warrant,0,wsj_0610.tml,WSJ891030-0089,He said construction would n't resume until market conditions warrant it.,
325,warrant,e73,resume,e70,warrant,0,wsj_0610.tml,WSJ891030-0089,He said construction would n't resume until market conditions warrant it.,
326,construction,e69,resume,e70,warrant,0,wsj_0610.tml,WSJ891030-0089,He said construction would n't resume until market conditions warrant it.,
